suite_id,baseline_name,model_name,seed,track,topology,num_tasks,successes,vtsr,mean_score,disable_formula_guardrails,disable_component_grounding,disable_correction_memory,suite_dir,evidence_level
reference_agent__gpt-4.1-mini__seed2__flyback__30tasks,reference_agent,gpt-4.1-mini,2,flyback,flyback,30,11,0.3667,97.7467,False,False,False,raw_records/flyback/suites/reference_agent__gpt-4.1-mini__seed2__flyback__30tasks,paper_main_raw_api_evidence
reference_agent__gpt-4.1-mini__seed3__flyback__30tasks,reference_agent,gpt-4.1-mini,3,flyback,flyback,30,14,0.4667,97.6897,False,False,False,raw_records/flyback/suites/reference_agent__gpt-4.1-mini__seed3__flyback__30tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed1__flyback__30tasks,single_agent_retry,gpt-4.1-mini,1,flyback,flyback,30,0,0.0,79.449,False,False,False,raw_records/flyback/suites/single_agent_retry__gpt-4.1-mini__seed1__flyback__30tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed2__flyback__30tasks,single_agent_retry,gpt-4.1-mini,2,flyback,flyback,30,0,0.0,79.0977,False,False,False,raw_records/flyback/suites/single_agent_retry__gpt-4.1-mini__seed2__flyback__30tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed3__flyback__30tasks,single_agent_retry,gpt-4.1-mini,3,flyback,flyback,30,0,0.0,79.918,False,False,False,raw_records/flyback/suites/single_agent_retry__gpt-4.1-mini__seed3__flyback__30tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed1__flyback__30tasks,single_agent_same_tools,gpt-4.1-mini,1,flyback,flyback,30,1,0.0333,79.9433,False,False,False,raw_records/flyback/suites/single_agent_same_tools__gpt-4.1-mini__seed1__flyback__30tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed2__flyback__30tasks,single_agent_same_tools,gpt-4.1-mini,2,flyback,flyback,30,1,0.0333,80.551,False,False,False,raw_records/flyback/suites/single_agent_same_tools__gpt-4.1-mini__seed2__flyback__30tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed3__flyback__30tasks,single_agent_same_tools,gpt-4.1-mini,3,flyback,flyback,30,1,0.0333,80.0817,False,False,False,raw_records/flyback/suites/single_agent_same_tools__gpt-4.1-mini__seed3__flyback__30tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed1__flyback__30tasks,structured_output_only,gpt-4.1-mini,1,flyback,flyback,30,1,0.0333,79.644,False,False,False,raw_records/flyback/suites/structured_output_only__gpt-4.1-mini__seed1__flyback__30tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed2__flyback__30tasks,structured_output_only,gpt-4.1-mini,2,flyback,flyback,30,1,0.0333,81.688,False,False,False,raw_records/flyback/suites/structured_output_only__gpt-4.1-mini__seed2__flyback__30tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed3__flyback__30tasks,structured_output_only,gpt-4.1-mini,3,flyback,flyback,30,1,0.0333,80.4457,False,False,False,raw_records/flyback/suites/structured_output_only__gpt-4.1-mini__seed3__flyback__30tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed1__flyback__30tasks,text_only_self_refine,gpt-4.1-mini,1,flyback,flyback,30,0,0.0,77.5043,False,False,False,raw_records/flyback/suites/text_only_self_refine__gpt-4.1-mini__seed1__flyback__30tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed2__flyback__30tasks,text_only_self_refine,gpt-4.1-mini,2,flyback,flyback,30,0,0.0,79.934,False,False,False,raw_records/flyback/suites/text_only_self_refine__gpt-4.1-mini__seed2__flyback__30tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed3__flyback__30tasks,text_only_self_refine,gpt-4.1-mini,3,flyback,flyback,30,1,0.0333,80.5553,False,False,False,raw_records/flyback/suites/text_only_self_refine__gpt-4.1-mini__seed3__flyback__30tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,direct_prompting,gpt-4.1-mini,1,three_phase_inverter,three_phase_inverter,12,1,0.0833,95.58,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,direct_prompting,gpt-4.1-mini,2,three_phase_inverter,three_phase_inverter,12,2,0.1667,95.91,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,direct_prompting,gpt-4.1-mini,3,three_phase_inverter,three_phase_inverter,12,2,0.1667,95.91,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4.1-mini,1,three_phase_inverter,three_phase_inverter,12,1,0.0833,95.15,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4.1-mini,2,three_phase_inverter,three_phase_inverter,12,1,0.0833,95.38,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4.1-mini,3,three_phase_inverter,three_phase_inverter,12,1,0.0833,94.72,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,pe_gpt_style,gpt-4.1-mini,1,three_phase_inverter,three_phase_inverter,12,2,0.1667,95.68,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,pe_gpt_style,gpt-4.1-mini,2,three_phase_inverter,three_phase_inverter,12,0,0.0,95.25,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,pe_gpt_style,gpt-4.1-mini,3,three_phase_inverter,three_phase_inverter,12,1,0.0833,94.82,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
reference_agent__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,reference_agent,gpt-4.1-mini,1,three_phase_inverter,three_phase_inverter,12,11,0.9167,98.8333,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
reference_agent__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,reference_agent,gpt-4.1-mini,2,three_phase_inverter,three_phase_inverter,12,12,1.0,100.0,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
reference_agent__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,reference_agent,gpt-4.1-mini,3,three_phase_inverter,three_phase_inverter,12,11,0.9167,98.8333,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,single_agent_retry,gpt-4.1-mini,1,three_phase_inverter,three_phase_inverter,12,3,0.25,95.93,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,single_agent_retry,gpt-4.1-mini,2,three_phase_inverter,three_phase_inverter,12,3,0.25,96.54,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,single_agent_retry,gpt-4.1-mini,3,three_phase_inverter,three_phase_inverter,12,2,0.1667,96.21,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4.1-mini,1,three_phase_inverter,three_phase_inverter,12,2,0.1667,96.01,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4.1-mini,2,three_phase_inverter,three_phase_inverter,12,3,0.25,96.13,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4.1-mini,3,three_phase_inverter,three_phase_inverter,12,2,0.1667,96.01,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,structured_output_only,gpt-4.1-mini,1,three_phase_inverter,three_phase_inverter,12,1,0.0833,95.13,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,structured_output_only,gpt-4.1-mini,2,three_phase_inverter,three_phase_inverter,12,3,0.25,96.14,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,structured_output_only,gpt-4.1-mini,3,three_phase_inverter,three_phase_inverter,12,2,0.1667,96.01,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,text_only_self_refine,gpt-4.1-mini,1,three_phase_inverter,three_phase_inverter,12,1,0.0833,95.38,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4.1-mini__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,text_only_self_refine,gpt-4.1-mini,2,three_phase_inverter,three_phase_inverter,12,2,0.1667,95.25,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4.1-mini__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,text_only_self_refine,gpt-4.1-mini,3,three_phase_inverter,three_phase_inverter,12,2,0.1667,95.78,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4.1-mini__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4.1-mini__seed1__all__36tasks,direct_prompting,gpt-4.1-mini,1,topology_full,all,36,0,0.0,37.6692,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4.1-mini__seed1__all__36tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4.1-mini__seed2__all__36tasks,direct_prompting,gpt-4.1-mini,2,topology_full,all,36,0,0.0,38.2747,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4.1-mini__seed2__all__36tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4.1-mini__seed3__all__36tasks,direct_prompting,gpt-4.1-mini,3,topology_full,all,36,0,0.0,37.9961,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4.1-mini__seed3__all__36tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4.1-mini__seed1__all__36tasks,generic_two_role_mas,gpt-4.1-mini,1,topology_full,all,36,0,0.0,37.3717,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4.1-mini__seed1__all__36tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4.1-mini__seed2__all__36tasks,generic_two_role_mas,gpt-4.1-mini,2,topology_full,all,36,0,0.0,39.2369,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4.1-mini__seed2__all__36tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4.1-mini__seed3__all__36tasks,generic_two_role_mas,gpt-4.1-mini,3,topology_full,all,36,0,0.0,37.9506,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4.1-mini__seed3__all__36tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4.1-mini__seed1__all__36tasks,pe_gpt_style,gpt-4.1-mini,1,topology_full,all,36,0,0.0,37.3819,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4.1-mini__seed1__all__36tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4.1-mini__seed2__all__36tasks,pe_gpt_style,gpt-4.1-mini,2,topology_full,all,36,0,0.0,36.9325,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4.1-mini__seed2__all__36tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4.1-mini__seed3__all__36tasks,pe_gpt_style,gpt-4.1-mini,3,topology_full,all,36,0,0.0,36.9925,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4.1-mini__seed3__all__36tasks,paper_main_raw_api_evidence
reference_agent__gpt-4.1-mini__seed1__all__36tasks,reference_agent,gpt-4.1-mini,1,topology_full,all,36,32,0.8889,86.0892,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4.1-mini__seed1__all__36tasks,paper_main_raw_api_evidence
reference_agent__gpt-4.1-mini__seed2__all__36tasks,reference_agent,gpt-4.1-mini,2,topology_full,all,36,30,0.8333,85.9128,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4.1-mini__seed2__all__36tasks,paper_main_raw_api_evidence
reference_agent__gpt-4.1-mini__seed3__all__36tasks,reference_agent,gpt-4.1-mini,3,topology_full,all,36,32,0.8889,86.0544,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4.1-mini__seed3__all__36tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed1__all__36tasks,single_agent_retry,gpt-4.1-mini,1,topology_full,all,36,0,0.0,37.3778,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4.1-mini__seed1__all__36tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed2__all__36tasks,single_agent_retry,gpt-4.1-mini,2,topology_full,all,36,0,0.0,37.2183,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4.1-mini__seed2__all__36tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4.1-mini__seed3__all__36tasks,single_agent_retry,gpt-4.1-mini,3,topology_full,all,36,0,0.0,37.1711,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4.1-mini__seed3__all__36tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed1__all__36tasks,single_agent_same_tools,gpt-4.1-mini,1,topology_full,all,36,0,0.0,37.3564,False,False,False,raw_records/topology_full/suites/single_agent_same_tools__gpt-4.1-mini__seed1__all__36tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed2__all__36tasks,single_agent_same_tools,gpt-4.1-mini,2,topology_full,all,36,0,0.0,37.8022,False,False,False,raw_records/topology_full/suites/single_agent_same_tools__gpt-4.1-mini__seed2__all__36tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4.1-mini__seed3__all__36tasks,single_agent_same_tools,gpt-4.1-mini,3,topology_full,all,36,0,0.0,36.7939,False,False,False,raw_records/topology_full/suites/single_agent_same_tools__gpt-4.1-mini__seed3__all__36tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed1__all__36tasks,structured_output_only,gpt-4.1-mini,1,topology_full,all,36,0,0.0,37.8914,False,False,False,raw_records/topology_full/suites/structured_output_only__gpt-4.1-mini__seed1__all__36tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed2__all__36tasks,structured_output_only,gpt-4.1-mini,2,topology_full,all,36,0,0.0,37.0492,False,False,False,raw_records/topology_full/suites/structured_output_only__gpt-4.1-mini__seed2__all__36tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4.1-mini__seed3__all__36tasks,structured_output_only,gpt-4.1-mini,3,topology_full,all,36,0,0.0,37.6308,False,False,False,raw_records/topology_full/suites/structured_output_only__gpt-4.1-mini__seed3__all__36tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed1__all__36tasks,text_only_self_refine,gpt-4.1-mini,1,topology_full,all,36,0,0.0,37.9717,False,False,False,raw_records/topology_full/suites/text_only_self_refine__gpt-4.1-mini__seed1__all__36tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed2__all__36tasks,text_only_self_refine,gpt-4.1-mini,2,topology_full,all,36,0,0.0,37.1844,False,False,False,raw_records/topology_full/suites/text_only_self_refine__gpt-4.1-mini__seed2__all__36tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4.1-mini__seed3__all__36tasks,text_only_self_refine,gpt-4.1-mini,3,topology_full,all,36,0,0.0,37.615,False,False,False,raw_records/topology_full/suites/text_only_self_refine__gpt-4.1-mini__seed3__all__36tasks,paper_main_raw_api_evidence
