suite_id,baseline_name,model_name,seed,track,topology,num_tasks,successes,vtsr,mean_score,disable_formula_guardrails,disable_component_grounding,disable_correction_memory,suite_dir,evidence_level
direct_prompting__gpt-4o__seed1__three_phase_inverter__12tasks,direct_prompting,gpt-4o,1,three_phase_inverter,three_phase_inverter,12,6,0.5,97.6,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4o__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4o__seed2__three_phase_inverter__12tasks,direct_prompting,gpt-4o,2,three_phase_inverter,three_phase_inverter,12,4,0.3333,96.95,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4o__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4o__seed3__three_phase_inverter__12tasks,direct_prompting,gpt-4o,3,three_phase_inverter,three_phase_inverter,12,4,0.3333,96.85,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4o__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4o__seed1__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4o,1,three_phase_inverter,three_phase_inverter,12,6,0.5,97.6,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4o__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4o__seed2__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4o,2,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.4,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4o__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4o__seed3__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4o,3,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.26,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4o__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4o__seed1__three_phase_inverter__12tasks,pe_gpt_style,gpt-4o,1,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.07,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4o__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4o__seed2__three_phase_inverter__12tasks,pe_gpt_style,gpt-4o,2,three_phase_inverter,three_phase_inverter,12,6,0.5,97.83,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4o__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4o__seed3__three_phase_inverter__12tasks,pe_gpt_style,gpt-4o,3,three_phase_inverter,three_phase_inverter,12,4,0.3333,97.38,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4o__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
reference_agent__gpt-4o__seed1__three_phase_inverter__12tasks,reference_agent,gpt-4o,1,three_phase_inverter,three_phase_inverter,12,12,1.0,100.0,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4o__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
reference_agent__gpt-4o__seed2__three_phase_inverter__12tasks,reference_agent,gpt-4o,2,three_phase_inverter,three_phase_inverter,12,12,1.0,100.0,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4o__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
reference_agent__gpt-4o__seed3__three_phase_inverter__12tasks,reference_agent,gpt-4o,3,three_phase_inverter,three_phase_inverter,12,11,0.9167,98.8333,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4o__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4o__seed1__three_phase_inverter__12tasks,single_agent_retry,gpt-4o,1,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.17,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4o__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4o__seed2__three_phase_inverter__12tasks,single_agent_retry,gpt-4o,2,three_phase_inverter,three_phase_inverter,12,4,0.3333,96.97,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4o__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4o__seed3__three_phase_inverter__12tasks,single_agent_retry,gpt-4o,3,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.07,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4o__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4o__seed1__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4o,1,three_phase_inverter,three_phase_inverter,12,6,0.5,97.5,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4o__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4o__seed2__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4o,2,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.17,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4o__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4o__seed3__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4o,3,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.17,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4o__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4o__seed1__three_phase_inverter__12tasks,structured_output_only,gpt-4o,1,three_phase_inverter,three_phase_inverter,12,6,0.5,97.81,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4o__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4o__seed2__three_phase_inverter__12tasks,structured_output_only,gpt-4o,2,three_phase_inverter,three_phase_inverter,12,6,0.5,97.38,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4o__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4o__seed3__three_phase_inverter__12tasks,structured_output_only,gpt-4o,3,three_phase_inverter,three_phase_inverter,12,6,0.5,97.5,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4o__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4o__seed1__three_phase_inverter__12tasks,text_only_self_refine,gpt-4o,1,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.6,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4o__seed1__three_phase_inverter__12tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4o__seed2__three_phase_inverter__12tasks,text_only_self_refine,gpt-4o,2,three_phase_inverter,three_phase_inverter,12,6,0.5,97.5,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4o__seed2__three_phase_inverter__12tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4o__seed3__three_phase_inverter__12tasks,text_only_self_refine,gpt-4o,3,three_phase_inverter,three_phase_inverter,12,5,0.4167,97.4,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4o__seed3__three_phase_inverter__12tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4o__seed1__all__36tasks,direct_prompting,gpt-4o,1,topology_full,all,36,0,0.0,39.8286,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4o__seed1__all__36tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4o__seed2__all__36tasks,direct_prompting,gpt-4o,2,topology_full,all,36,0,0.0,40.0653,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4o__seed2__all__36tasks,paper_main_raw_api_evidence
direct_prompting__gpt-4o__seed3__all__36tasks,direct_prompting,gpt-4o,3,topology_full,all,36,0,0.0,39.5689,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4o__seed3__all__36tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4o__seed1__all__36tasks,generic_two_role_mas,gpt-4o,1,topology_full,all,36,0,0.0,41.205,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4o__seed1__all__36tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4o__seed2__all__36tasks,generic_two_role_mas,gpt-4o,2,topology_full,all,36,0,0.0,40.6417,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4o__seed2__all__36tasks,paper_main_raw_api_evidence
generic_two_role_mas__gpt-4o__seed3__all__36tasks,generic_two_role_mas,gpt-4o,3,topology_full,all,36,0,0.0,39.6711,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4o__seed3__all__36tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4o__seed1__all__36tasks,pe_gpt_style,gpt-4o,1,topology_full,all,36,0,0.0,40.5117,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4o__seed1__all__36tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4o__seed2__all__36tasks,pe_gpt_style,gpt-4o,2,topology_full,all,36,0,0.0,41.0608,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4o__seed2__all__36tasks,paper_main_raw_api_evidence
pe_gpt_style__gpt-4o__seed3__all__36tasks,pe_gpt_style,gpt-4o,3,topology_full,all,36,0,0.0,40.3867,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4o__seed3__all__36tasks,paper_main_raw_api_evidence
reference_agent__gpt-4o__seed1__all__36tasks,reference_agent,gpt-4o,1,topology_full,all,36,34,0.9444,86.2508,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4o__seed1__all__36tasks,paper_main_raw_api_evidence
reference_agent__gpt-4o__seed2__all__36tasks,reference_agent,gpt-4o,2,topology_full,all,36,24,0.6667,85.7883,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4o__seed2__all__36tasks,paper_main_raw_api_evidence
reference_agent__gpt-4o__seed3__all__36tasks,reference_agent,gpt-4o,3,topology_full,all,36,29,0.8056,86.0344,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4o__seed3__all__36tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4o__seed1__all__36tasks,single_agent_retry,gpt-4o,1,topology_full,all,36,0,0.0,38.2508,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4o__seed1__all__36tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4o__seed2__all__36tasks,single_agent_retry,gpt-4o,2,topology_full,all,36,0,0.0,38.8386,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4o__seed2__all__36tasks,paper_main_raw_api_evidence
single_agent_retry__gpt-4o__seed3__all__36tasks,single_agent_retry,gpt-4o,3,topology_full,all,36,0,0.0,38.9669,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4o__seed3__all__36tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4o__seed1__all__36tasks,single_agent_same_tools,gpt-4o,1,topology_full,all,36,0,0.0,39.2311,False,False,False,raw_records/topology_full/suites/single_agent_same_tools__gpt-4o__seed1__all__36tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4o__seed2__all__36tasks,single_agent_same_tools,gpt-4o,2,topology_full,all,36,0,0.0,39.6636,False,False,False,raw_records/topology_full/suites/single_agent_same_tools__gpt-4o__seed2__all__36tasks,paper_main_raw_api_evidence
single_agent_same_tools__gpt-4o__seed3__all__36tasks,single_agent_same_tools,gpt-4o,3,topology_full,all,36,0,0.0,39.04,False,False,False,raw_records/topology_full/suites/single_agent_same_tools__gpt-4o__seed3__all__36tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4o__seed1__all__36tasks,structured_output_only,gpt-4o,1,topology_full,all,36,0,0.0,39.695,False,False,False,raw_records/topology_full/suites/structured_output_only__gpt-4o__seed1__all__36tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4o__seed2__all__36tasks,structured_output_only,gpt-4o,2,topology_full,all,36,0,0.0,39.0583,False,False,False,raw_records/topology_full/suites/structured_output_only__gpt-4o__seed2__all__36tasks,paper_main_raw_api_evidence
structured_output_only__gpt-4o__seed3__all__36tasks,structured_output_only,gpt-4o,3,topology_full,all,36,0,0.0,38.6019,False,False,False,raw_records/topology_full/suites/structured_output_only__gpt-4o__seed3__all__36tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4o__seed1__all__36tasks,text_only_self_refine,gpt-4o,1,topology_full,all,36,0,0.0,38.4431,False,False,False,raw_records/topology_full/suites/text_only_self_refine__gpt-4o__seed1__all__36tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4o__seed2__all__36tasks,text_only_self_refine,gpt-4o,2,topology_full,all,36,0,0.0,39.5783,False,False,False,raw_records/topology_full/suites/text_only_self_refine__gpt-4o__seed2__all__36tasks,paper_main_raw_api_evidence
text_only_self_refine__gpt-4o__seed3__all__36tasks,text_only_self_refine,gpt-4o,3,topology_full,all,36,0,0.0,38.9192,False,False,False,raw_records/topology_full/suites/text_only_self_refine__gpt-4o__seed3__all__36tasks,paper_main_raw_api_evidence
