suite_id,baseline_name,model_name,seed,track,topology,num_tasks,successes,vtsr,mean_score,disable_formula_guardrails,disable_component_grounding,disable_correction_memory,suite_dir,evidence_level
single_agent_retry__gpt-4o-mini__seed1__flyback__30tasks,single_agent_retry,gpt-4o-mini,1,flyback,flyback,30,0,0.0,70.4803,False,False,False,raw_records/flyback/suites/single_agent_retry__gpt-4o-mini__seed1__flyback__30tasks,frozen_actual_api_run_records
single_agent_retry__gpt-4o-mini__seed2__flyback__30tasks,single_agent_retry,gpt-4o-mini,2,flyback,flyback,30,0,0.0,70.3317,False,False,False,raw_records/flyback/suites/single_agent_retry__gpt-4o-mini__seed2__flyback__30tasks,frozen_actual_api_run_records
single_agent_retry__gpt-4o-mini__seed3__flyback__30tasks,single_agent_retry,gpt-4o-mini,3,flyback,flyback,30,0,0.0,69.9763,False,False,False,raw_records/flyback/suites/single_agent_retry__gpt-4o-mini__seed3__flyback__30tasks,frozen_actual_api_run_records
single_agent_same_tools__gpt-4o-mini__seed1__flyback__30tasks,single_agent_same_tools,gpt-4o-mini,1,flyback,flyback,30,0,0.0,70.3167,False,False,False,raw_records/flyback/suites/single_agent_same_tools__gpt-4o-mini__seed1__flyback__30tasks,frozen_actual_api_run_records
single_agent_same_tools__gpt-4o-mini__seed2__flyback__30tasks,single_agent_same_tools,gpt-4o-mini,2,flyback,flyback,30,0,0.0,70.165,False,False,False,raw_records/flyback/suites/single_agent_same_tools__gpt-4o-mini__seed2__flyback__30tasks,frozen_actual_api_run_records
single_agent_same_tools__gpt-4o-mini__seed3__flyback__30tasks,single_agent_same_tools,gpt-4o-mini,3,flyback,flyback,30,0,0.0,69.9127,False,False,False,raw_records/flyback/suites/single_agent_same_tools__gpt-4o-mini__seed3__flyback__30tasks,frozen_actual_api_run_records
structured_output_only__gpt-4o-mini__seed1__flyback__30tasks,structured_output_only,gpt-4o-mini,1,flyback,flyback,30,0,0.0,72.897,False,False,False,raw_records/flyback/suites/structured_output_only__gpt-4o-mini__seed1__flyback__30tasks,frozen_actual_api_run_records
structured_output_only__gpt-4o-mini__seed2__flyback__30tasks,structured_output_only,gpt-4o-mini,2,flyback,flyback,30,0,0.0,72.1,False,False,False,raw_records/flyback/suites/structured_output_only__gpt-4o-mini__seed2__flyback__30tasks,frozen_actual_api_run_records
structured_output_only__gpt-4o-mini__seed3__flyback__30tasks,structured_output_only,gpt-4o-mini,3,flyback,flyback,30,0,0.0,71.0013,False,False,False,raw_records/flyback/suites/structured_output_only__gpt-4o-mini__seed3__flyback__30tasks,frozen_actual_api_run_records
text_only_self_refine__gpt-4o-mini__seed1__flyback__30tasks,text_only_self_refine,gpt-4o-mini,1,flyback,flyback,30,0,0.0,71.4757,False,False,False,raw_records/flyback/suites/text_only_self_refine__gpt-4o-mini__seed1__flyback__30tasks,frozen_actual_api_run_records
text_only_self_refine__gpt-4o-mini__seed2__flyback__30tasks,text_only_self_refine,gpt-4o-mini,2,flyback,flyback,30,0,0.0,71.207,False,False,False,raw_records/flyback/suites/text_only_self_refine__gpt-4o-mini__seed2__flyback__30tasks,frozen_actual_api_run_records
text_only_self_refine__gpt-4o-mini__seed3__flyback__30tasks,text_only_self_refine,gpt-4o-mini,3,flyback,flyback,30,0,0.0,70.7127,False,False,False,raw_records/flyback/suites/text_only_self_refine__gpt-4o-mini__seed3__flyback__30tasks,frozen_actual_api_run_records
direct_prompting__gpt-4o-mini__seed1__three_phase_inverter__12tasks,direct_prompting,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,0,0.0,95.41,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
direct_prompting__gpt-4o-mini__seed2__three_phase_inverter__12tasks,direct_prompting,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,1,0.0833,95.63,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
direct_prompting__gpt-4o-mini__seed3__three_phase_inverter__12tasks,direct_prompting,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,2,0.1667,95.75,False,False,False,raw_records/three_phase_inverter/suites/direct_prompting__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
generic_two_role_mas__gpt-4o-mini__seed1__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,1,0.0833,96.19,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
generic_two_role_mas__gpt-4o-mini__seed2__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,0,0.0,96.28,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
generic_two_role_mas__gpt-4o-mini__seed3__three_phase_inverter__12tasks,generic_two_role_mas,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,1,0.0833,96.62,False,False,False,raw_records/three_phase_inverter/suites/generic_two_role_mas__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
pe_gpt_style__gpt-4o-mini__seed1__three_phase_inverter__12tasks,pe_gpt_style,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,1,0.0833,96.29,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
pe_gpt_style__gpt-4o-mini__seed2__three_phase_inverter__12tasks,pe_gpt_style,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,2,0.1667,96.2,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
pe_gpt_style__gpt-4o-mini__seed3__three_phase_inverter__12tasks,pe_gpt_style,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,0,0.0,87.9467,False,False,False,raw_records/three_phase_inverter/suites/pe_gpt_style__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__gpt-4o-mini__seed1__three_phase_inverter__12tasks,reference_agent,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,10,0.8333,97.6667,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__gpt-4o-mini__seed2__three_phase_inverter__12tasks,reference_agent,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,12,1.0,100.0,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__gpt-4o-mini__seed3__three_phase_inverter__12tasks,reference_agent,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,11,0.9167,98.8333,False,False,False,raw_records/three_phase_inverter/suites/reference_agent__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_component_grounding__gpt-4o-mini__seed1__three_phase_inverter__12tasks,reference_agent__wo_component_grounding,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,0,0.0,78.5,False,True,False,raw_records/three_phase_inverter/suites/reference_agent__wo_component_grounding__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_component_grounding__gpt-4o-mini__seed2__three_phase_inverter__12tasks,reference_agent__wo_component_grounding,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,0,0.0,78.5,False,True,False,raw_records/three_phase_inverter/suites/reference_agent__wo_component_grounding__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_component_grounding__gpt-4o-mini__seed3__three_phase_inverter__12tasks,reference_agent__wo_component_grounding,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,0,0.0,82.0,False,True,False,raw_records/three_phase_inverter/suites/reference_agent__wo_component_grounding__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_correction_memory__gpt-4o-mini__seed1__three_phase_inverter__12tasks,reference_agent__wo_correction_memory,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,11,0.9167,98.8333,False,False,True,raw_records/three_phase_inverter/suites/reference_agent__wo_correction_memory__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_correction_memory__gpt-4o-mini__seed2__three_phase_inverter__12tasks,reference_agent__wo_correction_memory,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,12,1.0,100.0,False,False,True,raw_records/three_phase_inverter/suites/reference_agent__wo_correction_memory__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_correction_memory__gpt-4o-mini__seed3__three_phase_inverter__12tasks,reference_agent__wo_correction_memory,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,11,0.9167,98.8333,False,False,True,raw_records/three_phase_inverter/suites/reference_agent__wo_correction_memory__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_formula_guardrails__gpt-4o-mini__seed1__three_phase_inverter__12tasks,reference_agent__wo_formula_guardrails,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,12,1.0,100.0,True,False,False,raw_records/three_phase_inverter/suites/reference_agent__wo_formula_guardrails__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_formula_guardrails__gpt-4o-mini__seed2__three_phase_inverter__12tasks,reference_agent__wo_formula_guardrails,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,12,1.0,100.0,True,False,False,raw_records/three_phase_inverter/suites/reference_agent__wo_formula_guardrails__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
reference_agent__wo_formula_guardrails__gpt-4o-mini__seed3__three_phase_inverter__12tasks,reference_agent__wo_formula_guardrails,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,12,1.0,100.0,True,False,False,raw_records/three_phase_inverter/suites/reference_agent__wo_formula_guardrails__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
single_agent_retry__gpt-4o-mini__seed1__three_phase_inverter__12tasks,single_agent_retry,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,2,0.1667,95.86,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
single_agent_retry__gpt-4o-mini__seed2__three_phase_inverter__12tasks,single_agent_retry,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,0,0.0,95.39,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
single_agent_retry__gpt-4o-mini__seed3__three_phase_inverter__12tasks,single_agent_retry,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,0,0.0,95.51,False,False,False,raw_records/three_phase_inverter/suites/single_agent_retry__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
single_agent_same_tools__gpt-4o-mini__seed1__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,1,0.0833,88.2967,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
single_agent_same_tools__gpt-4o-mini__seed2__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,2,0.1667,79.8433,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
single_agent_same_tools__gpt-4o-mini__seed3__three_phase_inverter__12tasks,single_agent_same_tools,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,0,0.0,71.62,False,False,False,raw_records/three_phase_inverter/suites/single_agent_same_tools__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
structured_output_only__gpt-4o-mini__seed1__three_phase_inverter__12tasks,structured_output_only,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,0,0.0,95.29,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
structured_output_only__gpt-4o-mini__seed2__three_phase_inverter__12tasks,structured_output_only,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,1,0.0833,95.39,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
structured_output_only__gpt-4o-mini__seed3__three_phase_inverter__12tasks,structured_output_only,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,0,0.0,95.74,False,False,False,raw_records/three_phase_inverter/suites/structured_output_only__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
text_only_self_refine__gpt-4o-mini__seed1__three_phase_inverter__12tasks,text_only_self_refine,gpt-4o-mini,1,three_phase_inverter,three_phase_inverter,12,1,0.0833,95.64,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4o-mini__seed1__three_phase_inverter__12tasks,frozen_actual_api_run_records
text_only_self_refine__gpt-4o-mini__seed2__three_phase_inverter__12tasks,text_only_self_refine,gpt-4o-mini,2,three_phase_inverter,three_phase_inverter,12,0,0.0,71.39,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4o-mini__seed2__three_phase_inverter__12tasks,frozen_actual_api_run_records
text_only_self_refine__gpt-4o-mini__seed3__three_phase_inverter__12tasks,text_only_self_refine,gpt-4o-mini,3,three_phase_inverter,three_phase_inverter,12,1,0.0833,88.3167,False,False,False,raw_records/three_phase_inverter/suites/text_only_self_refine__gpt-4o-mini__seed3__three_phase_inverter__12tasks,frozen_actual_api_run_records
direct_prompting__gpt-4o-mini__seed1__all__36tasks,direct_prompting,gpt-4o-mini,1,topology_full,all,36,0,0.0,45.5936,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
direct_prompting__gpt-4o-mini__seed2__all__36tasks,direct_prompting,gpt-4o-mini,2,topology_full,all,36,0,0.0,45.6247,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
direct_prompting__gpt-4o-mini__seed3__all__36tasks,direct_prompting,gpt-4o-mini,3,topology_full,all,36,0,0.0,46.6522,False,False,False,raw_records/topology_full/suites/direct_prompting__gpt-4o-mini__seed3__all__36tasks,frozen_actual_api_run_records
generic_two_role_mas__gpt-4o-mini__seed1__all__36tasks,generic_two_role_mas,gpt-4o-mini,1,topology_full,all,36,0,0.0,44.7317,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
generic_two_role_mas__gpt-4o-mini__seed2__all__36tasks,generic_two_role_mas,gpt-4o-mini,2,topology_full,all,36,0,0.0,45.8408,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
generic_two_role_mas__gpt-4o-mini__seed3__all__36tasks,generic_two_role_mas,gpt-4o-mini,3,topology_full,all,36,0,0.0,46.2219,False,False,False,raw_records/topology_full/suites/generic_two_role_mas__gpt-4o-mini__seed3__all__36tasks,frozen_actual_api_run_records
pe_gpt_style__gpt-4o-mini__seed1__all__36tasks,pe_gpt_style,gpt-4o-mini,1,topology_full,all,36,0,0.0,42.6922,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
pe_gpt_style__gpt-4o-mini__seed2__all__36tasks,pe_gpt_style,gpt-4o-mini,2,topology_full,all,36,0,0.0,44.4236,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
pe_gpt_style__gpt-4o-mini__seed3__all__36tasks,pe_gpt_style,gpt-4o-mini,3,topology_full,all,36,0,0.0,44.2278,False,False,False,raw_records/topology_full/suites/pe_gpt_style__gpt-4o-mini__seed3__all__36tasks,frozen_actual_api_run_records
reference_agent__gpt-4o-mini__seed1__all__36tasks,reference_agent,gpt-4o-mini,1,topology_full,all,36,32,0.8889,86.2081,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
reference_agent__gpt-4o-mini__seed2__all__36tasks,reference_agent,gpt-4o-mini,2,topology_full,all,36,29,0.8056,85.9478,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
reference_agent__gpt-4o-mini__seed3__all__36tasks,reference_agent,gpt-4o-mini,3,topology_full,all,36,25,0.6944,85.9297,False,False,False,raw_records/topology_full/suites/reference_agent__gpt-4o-mini__seed3__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_component_grounding__gpt-4o-mini__seed1__all__36tasks,reference_agent__wo_component_grounding,gpt-4o-mini,1,topology_full,all,36,0,0.0,67.8986,False,True,False,raw_records/topology_full/suites/reference_agent__wo_component_grounding__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_component_grounding__gpt-4o-mini__seed2__all__36tasks,reference_agent__wo_component_grounding,gpt-4o-mini,2,topology_full,all,36,0,0.0,67.8314,False,True,False,raw_records/topology_full/suites/reference_agent__wo_component_grounding__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_component_grounding__gpt-4o-mini__seed3__all__36tasks,reference_agent__wo_component_grounding,gpt-4o-mini,3,topology_full,all,36,0,0.0,67.8308,False,True,False,raw_records/topology_full/suites/reference_agent__wo_component_grounding__gpt-4o-mini__seed3__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_correction_memory__gpt-4o-mini__seed1__all__36tasks,reference_agent__wo_correction_memory,gpt-4o-mini,1,topology_full,all,36,31,0.8611,86.1392,False,False,True,raw_records/topology_full/suites/reference_agent__wo_correction_memory__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_correction_memory__gpt-4o-mini__seed2__all__36tasks,reference_agent__wo_correction_memory,gpt-4o-mini,2,topology_full,all,36,32,0.8889,86.0703,False,False,True,raw_records/topology_full/suites/reference_agent__wo_correction_memory__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_correction_memory__gpt-4o-mini__seed3__all__36tasks,reference_agent__wo_correction_memory,gpt-4o-mini,3,topology_full,all,36,28,0.7778,85.9561,False,False,True,raw_records/topology_full/suites/reference_agent__wo_correction_memory__gpt-4o-mini__seed3__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_formula_guardrails__gpt-4o-mini__seed1__all__36tasks,reference_agent__wo_formula_guardrails,gpt-4o-mini,1,topology_full,all,36,5,0.1389,84.0497,True,False,False,raw_records/topology_full/suites/reference_agent__wo_formula_guardrails__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_formula_guardrails__gpt-4o-mini__seed2__all__36tasks,reference_agent__wo_formula_guardrails,gpt-4o-mini,2,topology_full,all,36,6,0.1667,83.7994,True,False,False,raw_records/topology_full/suites/reference_agent__wo_formula_guardrails__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
reference_agent__wo_formula_guardrails__gpt-4o-mini__seed3__all__36tasks,reference_agent__wo_formula_guardrails,gpt-4o-mini,3,topology_full,all,36,3,0.0833,83.8483,True,False,False,raw_records/topology_full/suites/reference_agent__wo_formula_guardrails__gpt-4o-mini__seed3__all__36tasks,frozen_actual_api_run_records
single_agent_retry__gpt-4o-mini__seed1__all__36tasks,single_agent_retry,gpt-4o-mini,1,topology_full,all,36,0,0.0,44.5825,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
single_agent_retry__gpt-4o-mini__seed2__all__36tasks,single_agent_retry,gpt-4o-mini,2,topology_full,all,36,0,0.0,46.6539,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
single_agent_retry__gpt-4o-mini__seed3__all__36tasks,single_agent_retry,gpt-4o-mini,3,topology_full,all,36,0,0.0,44.4342,False,False,False,raw_records/topology_full/suites/single_agent_retry__gpt-4o-mini__seed3__all__36tasks,frozen_actual_api_run_records
single_agent_same_tools__gpt-4o-mini__seed1__all__36tasks,single_agent_same_tools,gpt-4o-mini,1,topology_full,all,36,0,0.0,44.9322,False,False,False,raw_records/topology_full/suites/single_agent_same_tools__gpt-4o-mini__seed1__all__36tasks,frozen_actual_api_run_records
single_agent_same_tools__gpt-4o-mini__seed2__all__36tasks,single_agent_same_tools,gpt-4o-mini,2,topology_full,all,36,0,0.0,46.3964,False,False,False,raw_records/topology_full/suites/single_agent_same_tools__gpt-4o-mini__seed2__all__36tasks,frozen_actual_api_run_records
